left,front,right,action
20.24,5.4,19.71,STOP
22.91,33.73,84.99,RIGHT
96.45,40.5,34.54,LEFT
47.94,39.46,40.91,LEFT
88.79,41.59,41.6,LEFT
15.08,11.99,7.83,STOP
17.7,15.66,8.34,STOP
91.83,81.68,21.79,FORWARD
59.34,111.78,25.6,FORWARD
13.52,5.76,22.78,STOP
101.04,11.44,51.32,LEFT
54.29,34.22,45.73,RIGHT
9.92,15.5,24.47,STOP
18.98,10.23,6.02,STOP
37.43,91.22,32.99,FORWARD
16.12,113.58,79.26,FORWARD
17.41,18.93,23.08,STOP
15.69,14.65,12.23,STOP
74.97,8.8,64.93,RIGHT
6.23,15.81,6.81,STOP
6.24,16.6,12.48,STOP
55.53,59.37,45.52,FORWARD
104.54,91.12,107.24,FORWARD
14.68,81.16,62.86,FORWARD
20.14,15.09,8.84,STOP
112.86,28.4,72.47,LEFT
119.06,13.94,50.8,LEFT
71.84,41.82,66.13,LEFT
19.44,75.99,69.93,FORWARD
54.78,7.73,58.73,RIGHT
92.15,101.62,90.36,FORWARD
118.91,24.25,73.15,LEFT
36.32,85.89,67.84,FORWARD
95.49,76.72,43.79,FORWARD
12.24,19.05,7.17,STOP
50.04,30.85,43.13,RIGHT
11.25,18.36,20.18,STOP
99.2,57.02,105.13,FORWARD
75.51,38.25,28.81,LEFT
15.13,8.34,8.4,STOP
51.62,18.92,55.16,RIGHT
21.74,8.09,13.65,STOP
98.08,16.61,32.5,LEFT
8.04,15.84,22.58,STOP
13.38,12.16,14.52,STOP
29.61,44.2,89.5,RIGHT
43.26,31.01,25.04,LEFT
17.04,18.68,7.05,STOP
65.63,27.67,106.15,RIGHT
80.9,34.87,40.15,LEFT
110.77,43.77,64.77,LEFT
18.23,7.74,21.03,STOP
25.91,42.64,82.24,RIGHT
21.85,43.27,75.11,RIGHT
67.99,32.19,61.92,LEFT
15.66,15.31,16.76,STOP
12.47,5.45,22.67,STOP
33.24,10.83,102.99,RIGHT
43.81,28.0,73.03,LEFT
9.49,14.68,8.73,STOP
108.58,119.02,30.36,FORWARD
87.3,31.08,73.34,LEFT
22.43,11.9,21.76,STOP
103.19,16.15,45.84,LEFT
15.27,8.27,23.33,STOP
66.94,24.94,21.12,LEFT
83.2,15.7,74.2,LEFT
111.34,62.56,40.63,FORWARD
21.04,18.79,14.87,STOP
26.93,76.26,13.83,FORWARD
11.26,9.01,7.83,STOP
56.2,28.21,76.5,LEFT
22.31,10.2,8.47,STOP
115.0,57.46,19.24,FORWARD
14.76,7.39,8.21,STOP
84.61,5.54,62.0,LEFT
7.2,18.99,20.69,STOP
43.47,82.32,115.07,FORWARD
9.17,17.15,19.18,STOP
6.85,9.17,17.31,STOP
78.23,16.67,48.89,LEFT
43.44,16.35,36.88,LEFT
114.94,22.98,21.83,LEFT
8.36,92.76,70.06,FORWARD
24.21,16.82,15.68,STOP
43.74,67.6,114.31,FORWARD
7.19,14.63,22.69,STOP
72.68,43.6,28.61,LEFT
61.52,6.27,111.18,RIGHT
42.42,31.88,37.07,LEFT
20.34,15.06,16.59,STOP
112.06,119.93,11.86,FORWARD
49.57,27.18,34.63,LEFT
41.47,25.41,44.32,RIGHT
96.15,104.63,39.43,FORWARD
56.35,40.0,48.65,RIGHT
20.6,13.51,20.85,STOP
38.99,31.14,71.53,RIGHT
105.12,30.38,51.76,LEFT
61.8,5.84,55.23,RIGHT
5.39,16.36,10.59,STOP
52.13,16.44,70.62,RIGHT
94.91,14.32,35.42,LEFT
74.22,66.92,100.04,FORWARD
60.19,17.27,89.66,RIGHT
109.26,32.57,33.32,LEFT
107.36,106.23,87.57,FORWARD
112.78,114.94,77.73,FORWARD
94.32,71.73,102.47,FORWARD
77.81,115.94,42.58,FORWARD
28.69,12.88,66.51,RIGHT
100.52,18.91,53.29,LEFT
102.34,111.55,108.78,FORWARD
96.75,111.65,73.28,FORWARD
18.97,109.09,113.99,FORWARD
40.75,31.66,44.22,LEFT
45.55,15.09,63.7,RIGHT
107.99,112.76,97.77,FORWARD
13.45,10.98,18.04,STOP
14.05,15.11,10.0,STOP
79.94,11.68,49.28,RIGHT
62.02,30.03,44.77,RIGHT
101.38,71.64,96.9,FORWARD
24.92,97.31,77.73,FORWARD
44.05,18.56,100.94,RIGHT
96.46,60.83,15.62,FORWARD
112.15,24.28,71.03,LEFT
77.55,23.72,23.42,LEFT
20.97,16.69,10.27,STOP
15.18,19.4,7.99,STOP
37.79,33.93,98.01,RIGHT
34.46,6.21,78.85,RIGHT
118.58,100.93,99.98,FORWARD
45.95,92.2,63.63,FORWARD
31.14,76.9,70.25,FORWARD
9.81,15.27,20.9,STOP
106.56,35.26,67.19,LEFT
8.69,7.05,10.33,STOP
97.51,89.93,65.8,FORWARD
6.61,15.16,10.13,STOP
9.74,14.29,7.04,STOP
113.4,41.97,36.12,LEFT
94.28,16.71,32.13,LEFT
95.63,40.78,39.6,LEFT
16.13,6.83,13.76,STOP
12.84,18.37,17.47,STOP
11.54,15.19,5.46,STOP
50.47,31.36,72.04,RIGHT
6.44,13.59,8.03,STOP
19.03,93.58,25.63,FORWARD
18.11,9.55,20.26,STOP
35.71,8.88,87.91,RIGHT
5.51,17.38,12.71,STOP
18.81,16.0,5.39,STOP
57.67,80.25,21.26,FORWARD
21.53,17.34,9.78,STOP
14.84,14.37,16.71,STOP
7.47,15.88,21.16,STOP
35.97,20.69,114.4,RIGHT
21.08,18.04,13.77,STOP
8.0,11.9,20.58,STOP
41.71,21.68,103.65,RIGHT
82.49,30.3,34.2,LEFT
76.79,32.73,88.75,RIGHT
103.03,25.16,44.48,LEFT
9.3,13.07,11.32,STOP
56.69,42.07,56.47,RIGHT
21.01,11.18,23.27,STOP
100.58,32.8,58.73,LEFT
46.66,57.13,87.24,FORWARD
22.44,14.95,9.4,STOP
5.64,11.91,22.33,STOP
21.97,16.4,6.28,STOP
68.17,19.99,116.15,RIGHT
61.86,72.05,9.48,FORWARD
5.64,17.01,7.6,STOP
24.18,8.28,7.74,STOP
24.15,16.12,10.2,STOP
63.61,10.64,76.17,RIGHT
119.89,36.56,46.89,LEFT
6.33,6.36,19.41,STOP
83.82,27.2,30.82,LEFT
80.6,112.23,77.26,FORWARD
33.95,78.51,110.89,FORWARD
62.12,77.61,83.49,FORWARD
70.82,44.28,119.94,RIGHT
64.2,81.18,101.5,FORWARD
71.85,18.48,74.67,LEFT
17.64,15.54,11.82,STOP
41.54,18.76,106.54,RIGHT
13.86,10.53,8.18,STOP
102.17,8.23,74.31,LEFT
60.27,98.49,81.48,FORWARD
62.46,39.28,44.45,RIGHT
75.6,115.07,109.11,FORWARD
22.24,9.42,21.26,STOP
111.32,33.77,76.83,LEFT
24.96,8.33,69.42,RIGHT
18.66,77.57,79.59,FORWARD
25.72,11.03,57.85,RIGHT
31.08,23.52,99.43,RIGHT
105.5,112.36,23.75,FORWARD
58.87,26.15,107.23,RIGHT
56.67,40.71,54.0,LEFT
39.37,44.51,66.22,RIGHT
109.67,15.63,66.92,LEFT
52.83,33.28,74.14,RIGHT
118.46,56.37,65.68,FORWARD
77.67,35.06,49.65,RIGHT
52.18,7.69,119.27,RIGHT
5.74,7.45,19.51,STOP
72.75,19.1,63.85,LEFT
14.9,13.53,15.09,STOP
23.18,29.14,52.94,RIGHT
16.47,18.51,9.05,STOP
50.31,17.1,93.61,RIGHT
78.16,64.77,26.44,FORWARD
32.84,57.11,79.67,FORWARD
17.45,5.48,6.01,STOP
50.19,43.75,22.89,LEFT
31.64,60.58,10.17,FORWARD
76.06,5.94,61.66,RIGHT
14.35,16.06,9.64,STOP
11.68,16.24,7.16,STOP
51.32,20.46,99.75,RIGHT
95.85,88.65,51.89,FORWARD
39.92,19.21,73.09,RIGHT
14.49,10.23,23.75,STOP
33.04,5.78,80.64,RIGHT
20.86,9.31,13.18,STOP
99.44,63.19,14.5,FORWARD
59.68,28.66,79.87,RIGHT
7.9,10.75,14.91,STOP
11.38,17.25,22.29,STOP
29.43,40.22,103.84,RIGHT
119.41,117.02,41.9,FORWARD
9.07,12.44,15.38,STOP
38.03,26.88,100.53,RIGHT
111.63,11.94,37.94,LEFT
64.73,21.45,104.18,RIGHT
92.1,7.57,33.66,LEFT
21.3,16.89,16.21,STOP
10.69,14.28,5.32,STOP
19.82,58.19,92.68,FORWARD
23.16,9.05,17.31,STOP
25.61,71.39,6.53,FORWARD
22.21,8.4,12.68,STOP
22.61,16.34,24.1,STOP
6.62,8.05,19.14,STOP
105.9,109.76,96.17,FORWARD
23.46,5.76,17.19,STOP
79.35,33.28,69.39,RIGHT
5.22,11.24,19.71,STOP
95.44,25.86,53.82,LEFT
61.1,31.08,74.66,RIGHT
6.03,15.27,12.67,STOP
108.77,11.7,76.59,LEFT
29.95,7.58,87.96,RIGHT
67.0,71.86,25.79,FORWARD
5.43,13.63,8.17,STOP
96.98,91.78,35.58,FORWARD
21.93,8.28,12.5,STOP
37.18,41.0,73.85,RIGHT
40.17,17.73,21.01,LEFT
37.79,63.47,56.64,FORWARD
92.3,37.83,35.88,LEFT
63.38,37.68,63.83,LEFT
14.35,18.26,7.53,STOP
68.89,22.01,69.19,LEFT
79.92,34.67,78.61,RIGHT
97.46,55.62,65.41,FORWARD
102.4,23.1,43.69,LEFT
44.65,19.61,86.7,RIGHT
57.58,20.03,93.4,RIGHT
75.96,76.95,49.76,FORWARD
52.3,18.3,109.93,RIGHT
117.38,28.66,30.63,LEFT
37.2,77.86,49.54,FORWARD
77.21,71.11,48.07,FORWARD
43.01,21.37,58.33,RIGHT
16.61,15.7,21.76,STOP
115.65,17.62,58.21,LEFT
63.59,41.5,40.82,RIGHT
41.16,44.8,48.61,LEFT
45.87,71.75,15.32,FORWARD
48.19,104.54,103.32,FORWARD
70.56,109.36,50.06,FORWARD
9.77,15.34,24.78,STOP
65.6,13.44,48.75,LEFT
77.95,63.27,86.49,FORWARD
76.85,28.67,27.83,LEFT
11.11,19.01,14.19,STOP
113.21,25.73,55.78,LEFT
36.83,110.07,86.61,FORWARD
79.87,20.19,98.58,RIGHT
67.18,35.43,95.59,RIGHT
70.59,28.63,72.28,LEFT
82.64,7.93,68.78,LEFT
69.49,36.14,75.9,RIGHT
18.37,18.82,21.07,STOP
42.03,16.47,94.42,RIGHT
114.04,34.36,51.82,LEFT
119.19,115.1,97.32,FORWARD
114.84,99.17,86.69,FORWARD
24.02,21.48,104.39,RIGHT
104.61,59.74,6.4,FORWARD
78.03,18.01,63.94,RIGHT
9.69,10.5,14.24,STOP
8.32,17.63,5.71,STOP
80.74,26.0,67.56,LEFT
18.36,62.6,118.08,FORWARD
21.53,16.71,95.26,RIGHT
9.51,7.83,13.01,STOP
114.31,88.84,59.24,FORWARD
15.06,14.32,23.19,STOP
78.83,101.44,29.11,FORWARD
74.9,33.03,96.52,RIGHT
11.92,19.32,18.15,STOP
45.33,25.13,73.03,LEFT
108.5,6.37,45.15,LEFT
7.81,10.17,14.71,STOP
11.42,14.37,6.39,STOP
36.28,15.54,55.43,RIGHT
55.8,12.15,75.52,LEFT
23.43,13.22,16.55,STOP
73.92,7.55,64.15,RIGHT
73.14,31.25,100.75,RIGHT
67.41,86.32,42.58,FORWARD
20.77,98.05,97.28,FORWARD
40.57,39.52,115.33,RIGHT
118.94,38.43,78.31,LEFT
15.27,11.65,22.57,STOP
99.74,59.23,11.32,FORWARD
67.71,38.89,25.07,LEFT
5.46,6.53,10.9,STOP
119.62,82.6,102.05,FORWARD
9.52,111.52,70.69,FORWARD
40.27,22.75,57.66,LEFT
47.9,13.99,33.8,LEFT
37.29,11.12,68.34,RIGHT
43.06,38.25,72.53,RIGHT
59.83,14.52,47.67,RIGHT
67.61,6.13,47.41,LEFT
54.17,110.42,16.72,FORWARD
59.13,41.82,106.12,RIGHT
65.83,29.32,36.42,LEFT
83.33,77.81,75.77,FORWARD
87.19,32.74,31.71,LEFT
108.27,70.55,108.11,FORWARD
7.7,18.9,20.39,STOP
116.98,23.16,49.0,LEFT
64.98,29.3,68.52,RIGHT
94.2,111.07,9.19,FORWARD
56.48,29.43,112.28,RIGHT
75.48,27.98,81.52,RIGHT
61.12,9.3,59.33,RIGHT
50.6,60.1,101.61,FORWARD
17.0,18.67,12.81,STOP
101.99,28.15,25.52,LEFT
24.82,71.38,68.56,FORWARD
62.84,9.22,47.45,RIGHT
21.12,5.18,9.22,STOP
30.36,31.06,55.12,RIGHT
59.01,5.92,63.14,RIGHT
45.18,9.04,82.42,RIGHT
21.64,6.23,6.13,STOP
12.26,14.33,6.11,STOP
75.8,26.78,52.37,LEFT
52.48,20.52,89.98,RIGHT
62.3,78.36,92.65,FORWARD
74.35,31.79,66.13,RIGHT
32.74,82.65,63.52,FORWARD
76.43,7.87,56.98,LEFT
7.34,14.7,18.57,STOP
53.53,63.62,31.14,FORWARD
94.52,34.87,46.35,LEFT
118.35,5.84,55.99,LEFT
53.12,41.48,73.12,RIGHT
11.37,13.66,9.92,STOP
16.6,6.48,22.01,STOP
20.67,5.79,6.99,STOP
11.53,7.05,9.91,STOP
19.61,6.33,10.2,STOP
111.98,44.79,67.69,LEFT
117.84,112.64,118.54,FORWARD
35.73,24.85,73.89,RIGHT
19.1,6.35,17.06,STOP
11.0,8.2,17.73,STOP
24.53,13.86,13.14,STOP
5.39,12.79,12.47,STOP
7.92,110.64,9.82,FORWARD
9.22,96.89,74.68,FORWARD
14.19,14.75,16.38,STOP
79.08,72.23,45.21,FORWARD
51.59,21.94,61.84,LEFT
12.79,19.57,18.8,STOP
16.42,10.51,16.37,STOP
117.7,116.22,101.4,FORWARD
74.74,60.88,82.85,FORWARD
36.23,32.36,70.92,RIGHT
66.23,99.01,27.6,FORWARD
107.66,58.4,60.66,FORWARD
107.95,64.0,22.49,FORWARD
27.7,14.97,40.34,RIGHT
6.36,10.67,9.44,STOP
39.35,88.56,34.0,FORWARD
77.86,71.18,39.62,FORWARD
60.57,20.95,62.21,LEFT
100.97,9.88,74.97,LEFT
14.81,9.13,17.23,STOP
64.29,84.91,67.9,FORWARD
25.6,23.82,57.4,RIGHT
11.11,17.94,10.86,STOP
39.72,13.88,68.03,RIGHT
51.71,27.19,92.18,RIGHT
106.31,14.41,47.83,LEFT
32.86,28.48,88.47,RIGHT
13.75,7.37,24.88,STOP
82.79,23.24,76.51,LEFT
14.89,17.53,21.23,STOP
7.08,5.59,21.42,STOP
19.92,10.67,15.67,STOP
62.98,37.52,73.75,RIGHT
101.26,44.43,76.24,LEFT
23.32,16.65,104.24,RIGHT
34.65,20.52,46.22,RIGHT
71.42,60.4,102.06,FORWARD
20.21,13.2,23.33,STOP
30.34,14.7,100.6,RIGHT
114.5,5.77,25.6,LEFT
35.63,21.3,70.42,RIGHT
83.57,62.56,89.05,FORWARD
41.37,26.9,103.86,RIGHT
101.52,82.18,13.85,FORWARD
68.74,92.51,5.7,FORWARD
31.62,38.95,85.75,RIGHT
62.23,39.84,73.4,LEFT
107.37,76.29,54.47,FORWARD
41.19,5.57,75.14,RIGHT
17.3,6.43,10.69,STOP
77.98,67.42,35.18,FORWARD
56.54,21.73,58.39,RIGHT
12.39,17.32,15.89,STOP
49.24,23.57,49.05,LEFT
24.99,9.81,11.7,STOP
95.19,32.21,66.56,LEFT
55.81,14.59,61.76,RIGHT
13.01,107.17,70.02,FORWARD
14.94,13.03,14.71,STOP
13.98,14.25,13.66,STOP
52.13,26.25,111.44,RIGHT
8.87,109.56,24.03,FORWARD
23.01,15.38,22.41,STOP
6.12,95.47,11.74,FORWARD
16.94,11.28,20.81,STOP
8.9,103.6,31.45,FORWARD
47.6,14.27,91.62,RIGHT
33.44,68.2,24.15,FORWARD
17.17,9.43,6.1,STOP
39.86,64.58,87.51,FORWARD
20.98,13.2,11.91,STOP
38.01,70.71,16.11,FORWARD
11.59,14.49,5.46,STOP
28.68,19.4,92.36,RIGHT
108.61,13.59,42.03,LEFT
20.22,17.33,15.48,STOP
25.92,66.68,82.72,FORWARD
66.58,43.76,38.03,LEFT
77.15,39.35,21.99,LEFT
74.71,107.32,98.04,FORWARD
18.98,8.98,15.26,STOP
5.23,9.48,7.34,STOP
23.79,15.24,54.92,RIGHT
10.88,9.43,16.72,STOP
115.93,32.31,28.98,LEFT
14.57,6.44,20.53,STOP
7.59,15.67,8.06,STOP
58.72,44.93,23.57,LEFT
42.89,24.89,87.59,RIGHT
77.23,38.13,59.37,RIGHT
10.11,8.87,23.34,STOP
54.45,13.34,32.47,LEFT
21.38,10.82,24.79,STOP
13.38,112.32,37.1,FORWARD
88.68,16.55,26.31,LEFT
95.43,76.81,84.62,FORWARD
44.45,23.72,61.66,LEFT
51.96,43.56,52.04,LEFT
11.01,81.68,87.71,FORWARD
21.75,15.13,24.88,STOP
67.09,7.96,57.01,RIGHT
5.07,12.85,10.46,STOP
77.83,44.2,57.87,RIGHT
116.9,62.89,32.78,FORWARD
9.53,67.45,27.25,FORWARD
12.46,65.97,110.71,FORWARD
21.5,15.2,7.99,STOP
97.43,39.23,55.67,LEFT
63.96,61.16,110.02,FORWARD
71.84,78.11,81.8,FORWARD
80.35,81.65,96.1,FORWARD
37.2,40.02,95.54,RIGHT
7.58,11.13,22.27,STOP
91.33,38.18,64.76,LEFT
27.83,42.02,107.82,RIGHT
34.29,113.32,32.73,FORWARD
5.72,15.74,5.21,STOP
87.0,73.8,26.19,FORWARD
79.93,37.96,52.47,RIGHT
79.9,28.26,98.17,RIGHT
69.07,36.72,61.23,LEFT
88.35,84.16,96.29,FORWARD
11.43,14.43,15.81,STOP
62.75,13.2,46.67,RIGHT
57.64,68.89,71.79,FORWARD
116.58,76.63,71.22,FORWARD
51.87,79.29,10.67,FORWARD
65.92,22.34,56.97,LEFT
91.12,105.91,30.97,FORWARD
23.65,13.33,11.1,STOP
28.59,17.02,104.27,RIGHT
48.77,34.22,49.25,LEFT
78.5,98.14,25.59,FORWARD
9.17,16.91,10.33,STOP
84.64,84.4,100.95,FORWARD
43.14,21.41,47.19,RIGHT
18.07,11.24,13.0,STOP
10.34,14.61,5.53,STOP
48.27,59.13,73.21,FORWARD
23.98,15.27,8.25,STOP
13.29,19.53,8.81,STOP
40.37,31.04,57.31,LEFT
10.92,13.6,22.59,STOP
56.36,38.14,63.38,LEFT
43.9,41.35,106.23,RIGHT
53.72,11.59,44.81,RIGHT
63.17,13.33,69.4,RIGHT
6.88,6.71,15.72,STOP
29.07,11.37,60.6,RIGHT
13.24,16.23,23.64,STOP
24.03,5.24,116.95,RIGHT
40.33,42.43,29.99,LEFT
119.29,117.54,97.02,FORWARD
38.6,110.65,83.83,FORWARD
28.16,86.27,59.6,FORWARD
46.42,107.8,102.65,FORWARD
34.73,13.38,42.83,RIGHT
66.49,10.82,64.83,RIGHT
56.21,89.28,49.02,FORWARD
84.6,113.7,30.26,FORWARD
57.73,31.27,74.57,LEFT
42.46,23.35,56.12,RIGHT
70.08,12.49,36.83,LEFT
92.46,24.36,34.61,LEFT
46.29,19.94,99.98,RIGHT
38.89,8.62,43.35,RIGHT
64.78,8.64,68.94,LEFT
101.96,33.85,59.24,LEFT
24.77,36.76,117.29,RIGHT
16.42,11.81,23.45,STOP
14.72,10.14,17.41,STOP
72.28,26.33,64.71,RIGHT
73.26,113.41,61.04,FORWARD
33.08,35.05,108.65,RIGHT
37.49,33.64,111.45,RIGHT
15.51,5.34,10.11,STOP
67.05,42.42,105.93,RIGHT
7.11,13.18,7.0,STOP
61.23,42.2,82.91,RIGHT
17.2,8.79,18.55,STOP
64.33,7.66,57.28,LEFT
11.65,14.23,5.73,STOP
53.59,12.32,61.61,LEFT
53.29,28.67,95.86,RIGHT
79.88,117.58,75.91,FORWARD
69.03,56.05,70.06,FORWARD
106.24,113.6,32.79,FORWARD
79.0,25.03,62.68,RIGHT
50.86,33.5,87.42,RIGHT
92.93,16.15,22.14,LEFT
66.73,6.97,44.42,LEFT
84.31,35.67,69.07,LEFT
93.32,22.78,34.16,LEFT
55.47,22.5,98.82,RIGHT
5.75,5.93,19.71,STOP
48.8,68.77,58.95,FORWARD
25.8,32.78,57.07,RIGHT
21.32,9.98,19.74,STOP
112.79,41.84,58.62,LEFT
5.49,6.86,19.85,STOP
84.8,78.08,50.94,FORWARD
22.77,12.06,7.36,STOP
53.37,30.24,48.51,LEFT
77.43,32.81,46.32,LEFT
79.82,38.14,43.52,RIGHT
64.54,35.0,23.64,LEFT
57.94,99.02,89.93,FORWARD
22.73,39.14,73.81,RIGHT
12.72,13.4,20.22,STOP
48.65,43.28,58.81,LEFT
38.86,16.84,96.04,RIGHT
20.04,10.41,79.3,RIGHT
116.38,76.84,24.27,FORWARD
12.91,17.13,23.38,STOP
13.26,15.59,8.45,STOP
40.23,66.1,71.3,FORWARD
48.92,17.08,74.64,RIGHT
104.88,15.83,73.51,LEFT
20.09,98.46,33.85,FORWARD
41.46,19.43,86.22,RIGHT
47.72,38.2,92.21,RIGHT
102.86,18.61,76.04,LEFT
22.98,14.05,24.23,STOP
75.58,40.01,66.35,RIGHT
19.05,9.75,11.67,STOP
43.36,42.37,28.4,LEFT
106.72,10.52,63.98,LEFT
100.7,21.17,57.87,LEFT
49.4,92.84,78.18,FORWARD
18.6,18.84,5.8,STOP
62.81,86.68,81.64,FORWARD
18.38,111.61,82.17,FORWARD
16.48,11.1,23.52,STOP
37.83,7.39,76.27,RIGHT
78.24,18.92,68.78,RIGHT
73.6,32.43,105.8,RIGHT
70.42,14.05,71.98,LEFT
81.75,8.11,56.5,LEFT
89.79,11.03,63.76,LEFT
7.76,6.05,5.2,STOP
31.55,22.51,55.99,RIGHT
8.48,15.2,13.62,STOP
5.28,5.35,18.59,STOP
12.88,16.5,11.05,STOP
75.6,22.62,29.27,LEFT
24.71,14.89,6.47,STOP
61.79,29.62,70.62,RIGHT
46.22,90.86,22.81,FORWARD
67.55,24.67,89.59,RIGHT
100.61,93.41,104.4,FORWARD
12.25,16.87,21.46,STOP
18.21,17.37,16.04,STOP
21.22,12.29,10.95,STOP
57.4,21.8,94.6,RIGHT
75.22,7.91,41.74,RIGHT
13.16,56.72,44.45,FORWARD
53.34,13.18,72.99,RIGHT
94.39,39.96,73.45,LEFT
17.85,18.68,12.21,STOP
23.2,6.9,104.65,RIGHT
7.65,6.04,19.5,STOP
6.0,10.11,6.0,STOP
95.63,6.15,47.88,LEFT
13.05,9.46,23.08,STOP
57.75,30.35,78.43,RIGHT
37.62,13.2,97.11,RIGHT
47.78,103.76,107.13,FORWARD
41.25,14.34,24.41,LEFT
39.99,63.61,89.26,FORWARD
81.7,5.19,66.71,LEFT
87.02,87.35,78.65,FORWARD
60.93,29.9,83.48,RIGHT
54.33,10.37,44.45,LEFT
79.75,24.78,69.23,RIGHT
78.02,34.5,71.32,LEFT
44.75,110.54,71.62,FORWARD
16.1,6.42,9.69,STOP
22.2,36.82,89.47,RIGHT
114.88,32.7,30.6,LEFT
31.65,43.47,110.69,RIGHT
63.83,8.01,51.58,LEFT
18.86,75.62,51.65,FORWARD
47.91,25.33,46.2,RIGHT
101.09,41.35,22.73,LEFT
14.09,8.95,22.55,STOP
72.73,41.82,59.19,LEFT
28.32,14.26,96.38,RIGHT
66.61,79.2,62.8,FORWARD
12.0,5.78,10.06,STOP
5.41,12.43,5.3,STOP
16.0,6.88,21.53,STOP
55.35,23.32,42.48,RIGHT
7.34,16.0,8.45,STOP
28.68,34.47,97.38,RIGHT
22.29,8.99,6.17,STOP
104.81,12.34,53.72,LEFT
75.84,7.99,76.02,RIGHT
49.56,9.39,106.56,RIGHT
44.33,17.56,42.37,RIGHT
78.07,38.44,77.63,RIGHT
58.93,5.28,69.62,RIGHT
111.19,38.26,60.34,LEFT
64.41,67.31,7.51,FORWARD
71.33,26.75,114.74,RIGHT
75.04,5.36,43.12,RIGHT
95.57,5.32,67.39,LEFT
57.21,7.89,21.18,LEFT
40.49,36.33,87.49,RIGHT
77.81,100.76,96.85,FORWARD
103.92,84.31,76.69,FORWARD
105.83,70.1,54.89,FORWARD
114.24,31.3,41.59,LEFT
62.3,22.42,58.52,RIGHT
70.55,14.38,71.55,RIGHT
107.72,18.78,33.7,LEFT
83.54,42.11,75.48,LEFT
12.97,5.42,22.48,STOP
11.01,9.55,18.13,STOP
83.07,44.54,61.86,LEFT
11.17,18.43,23.32,STOP
89.69,81.29,46.19,FORWARD
116.48,119.16,70.99,FORWARD
21.72,24.32,84.7,RIGHT
51.56,40.03,62.67,LEFT
119.14,58.66,91.46,FORWARD
23.43,18.45,17.54,STOP
66.8,14.73,60.32,RIGHT
71.65,32.9,55.78,RIGHT
72.99,39.28,119.8,RIGHT
9.42,12.01,8.57,STOP
67.25,87.59,40.16,FORWARD
41.42,26.77,39.27,LEFT
50.51,18.04,64.36,LEFT
20.61,23.92,62.03,RIGHT
84.36,40.05,63.19,LEFT
26.51,59.73,7.2,FORWARD
20.94,9.17,24.07,STOP
74.15,8.2,94.66,RIGHT
24.34,14.62,15.65,STOP
66.44,34.63,60.66,RIGHT
77.51,44.9,83.08,RIGHT
7.88,10.59,15.06,STOP
75.38,33.01,91.95,RIGHT
10.73,13.22,5.4,STOP
79.01,25.07,27.43,LEFT
23.41,61.8,17.63,FORWARD
24.09,9.5,6.37,STOP
63.8,67.08,59.56,FORWARD
61.8,22.65,54.43,LEFT
48.6,14.53,43.03,LEFT
83.65,5.68,20.79,LEFT
52.68,67.59,80.49,FORWARD
40.09,35.36,89.01,RIGHT
36.39,29.94,99.29,RIGHT
11.45,9.53,18.13,STOP
70.76,20.08,73.78,RIGHT
5.91,6.55,23.23,STOP
14.42,10.64,15.57,STOP
23.06,11.92,116.1,RIGHT
103.5,91.19,60.65,FORWARD
119.75,96.29,38.66,FORWARD
59.16,23.88,37.14,LEFT
105.06,68.34,102.82,FORWARD
28.22,10.75,52.49,RIGHT
18.61,112.13,67.76,FORWARD
82.83,114.12,67.72,FORWARD
20.45,13.03,78.93,RIGHT
79.61,34.46,39.89,LEFT
10.81,18.59,24.7,STOP
117.99,11.42,42.85,LEFT
73.63,9.93,66.58,RIGHT
46.72,12.46,63.16,LEFT
7.28,18.09,17.96,STOP
116.02,32.12,23.68,LEFT
77.05,7.3,114.27,RIGHT
78.23,25.26,45.69,LEFT
63.33,39.74,87.24,RIGHT
85.93,96.85,66.82,FORWARD
22.98,11.04,13.35,STOP
10.82,11.17,19.99,STOP
67.93,18.26,63.32,RIGHT
66.48,30.05,115.49,RIGHT
23.88,34.8,83.92,RIGHT
20.55,11.16,21.91,STOP
78.5,9.1,36.16,LEFT
37.15,12.63,73.73,RIGHT
18.35,11.91,17.52,STOP
9.82,116.37,84.49,FORWARD
83.86,27.67,71.42,LEFT
27.99,44.0,49.73,RIGHT
85.97,70.61,40.24,FORWARD
24.64,7.28,11.72,STOP
56.57,31.97,88.63,RIGHT
80.62,19.14,48.9,LEFT
80.06,36.14,62.25,LEFT
49.69,8.82,73.6,RIGHT
82.35,63.72,30.84,FORWARD
60.55,44.07,48.36,RIGHT
61.54,30.96,34.32,LEFT
23.63,9.3,24.21,STOP
92.95,109.46,117.21,FORWARD
14.14,5.97,6.58,STOP
15.03,7.65,5.17,STOP
64.78,40.1,46.03,LEFT
71.39,119.63,71.62,FORWARD
17.98,8.41,15.8,STOP
61.54,71.09,107.25,FORWARD
118.62,88.13,41.91,FORWARD
23.48,8.53,5.71,STOP
97.19,40.18,45.74,LEFT
118.12,17.59,63.86,LEFT
117.29,42.05,23.06,LEFT
32.83,85.66,109.6,FORWARD
7.78,16.7,16.78,STOP
113.57,73.18,85.17,FORWARD
61.0,40.73,42.78,LEFT
52.23,32.86,59.71,LEFT
21.96,5.61,106.47,RIGHT
23.01,32.01,41.65,RIGHT
63.32,22.77,68.59,LEFT
10.92,95.63,95.55,FORWARD
9.13,91.97,13.71,FORWARD
